s/n,Rand 1,Rand 2,Date,Item,House Collection/ Self Pickup,Organisation,Bin Location
1726,0.348561984,0.041339344,10/03/2022,Shampoo Bottle,House Collection,Greensquare,NA
1727,0.073133744,0.841430811,23/05/2022,Bodywash Bottle,Self Disposal,NA,JALAN SERULING
1728,0.596026726,0.088445388,11/01/2022,Paper Towel,House Collection,Passiton.org,NA
1729,0.04341673,0.631830946,26/01/2022,Aerosol Can,House Collection,NA,DENHAM ROAD
1730,0.258953593,0.722103798,23/05/2022,Glass Medicine Bottle,House Collection,NA,SIGLAP AVENUE SOUTH
1731,0.078504754,0.529051319,01/01/2022,Bodywash Bottle,Self Disposal,NA,SPRINGWOOD WALK
1732,0.951769916,0.567508823,03/04/2022,Electric Mobility Scooters,Self Disposal,NA,JALAN KLEDEK
1733,0.372103656,0.704606553,30/06/2022,Beer Bottle,House Collection,NA,JOO CHIAT AVENUE
1734,0.972291821,0.210252102,18/02/2022,Washing Machines,House Collection,Gee Hoe Seng Pte Ltd,NA
1735,0.08896343,0.318963265,13/04/2022,Bodywash Bottle,House Collection,Alba E-waste Smart Recycling,NA
1736,0.11015094,0.042196674,24/04/2022,Detergent Bottle,House Collection,Greensquare,NA
1737,0.083443448,0.793713807,01/05/2022,Bodywash Bottle,Self Disposal,NA,HOW SUN WALK
1738,0.310026508,0.422404617,03/01/2022,Paint Container,House Collection,PWC-Sembwaste,NA
1739,0.542403552,0.790854772,19/04/2022,Flyer,Self Disposal,NA,KAMPONG SIREH
1740,0.094026867,0.451484077,30/04/2022,Detergent Bottle,House Collection,PWC-Sembwaste,NA
1741,0.791336821,0.062362512,11/04/2022,Routers,House Collection,Passiton.org,NA
1742,0.229081562,0.70624905,06/04/2022,Glass Medicine Bottle,House Collection,NA,DUKU PLACE
1743,0.70283646,0.271797,02/01/2022,Paper Bag,Self Disposal,Tidy,NA
1744,0.73771795,0.153800024,07/03/2022,Glass Cosmetic Bottle,House Collection,Ezi,NA
1745,0.10263163,0.422417304,17/06/2022,Detergent Bottle,House Collection,PWC-Sembwaste,NA
1746,0.339855297,0.039861,22/04/2022,Shampoo Bottle,House Collection,Greensquare,NA
1747,0.456831036,0.840592132,30/01/2022,Canned Food Can,House Collection,NA,JUPITER ROAD
1748,0.455469882,0.271881702,28/01/2022,Canned Food Can,Self Disposal,Tidy,NA
1749,0.366572317,0.623792903,01/04/2022,Beer Bottle,Self Disposal,NA,EAST SUSSEX LANE
1750,0.815841134,0.238827173,13/04/2022,Windows,Self Disposal,Tidy,NA
1751,0.664840657,0.981867204,02/05/2022,Toilet Paper Roll,House Collection,NA,REGENT STREET
1752,0.995572622,0.226848793,10/06/2022,Contact Lens Blister,House Collection,Gee Hoe Seng Pte Ltd,NA
1753,0.052911851,0.212834918,16/01/2022,Bodywash Bottle,House Collection,Gee Hoe Seng Pte Ltd,NA
1754,0.147596986,0.394767212,08/04/2022,Facial Cleanser Bottle,House Collection,PWC-Alba-WH,NA
1755,0.719450486,0.324238994,22/02/2022,Metal Drink Can,House Collection,Alba E-waste Smart Recycling,NA
1756,0.644710482,0.401963836,02/04/2022,Shredded Paper,House Collection,PWC-Alba-WH,NA
1757,0.196536657,0.292227978,05/06/2022,Glass Cosmetic Bottle,Self Disposal,Alba,NA
1758,0.425878389,0.889079778,12/02/2022,Biscuit Tin,House Collection,NA,TUAS SOUTH VIEW
1759,0.935993023,0.797829839,17/05/2022,Aerosol Can,House Collection,NA,SENGKANG EAST DRIVE
1760,0.429817616,0.05998733,18/03/2022,Biscuit Tin,House Collection,Passiton.org,NA
1761,0.633505325,0.346951472,19/01/2022,Clothes Dryers,House Collection,Alba E-waste Smart Recycling,NA
1762,0.920287215,0.283986117,07/04/2022,Gift Wrapping Paper,Self Disposal,Alba,NA
1763,0.776751782,0.089143041,15/03/2022,Coffee Capsules,House Collection,Passiton.org,NA
1764,0.120804832,0.576080569,04/05/2022,Detergent Bottle,Self Disposal,NA,RACE COURSE ROAD
1765,0.483366597,0.730443681,20/03/2022,Canned Food Can,House Collection,NA,CHAI CHEE ROAD
1766,0.135615914,0.485904712,19/06/2022,Detergent Bottle,Self Disposal,PWC-800 Super,NA
1767,0.378149675,0.29264087,24/06/2022,Beer Bottle,Self Disposal,Alba,NA
1768,0.384370844,0.330522405,23/03/2022,Beer Bottle,House Collection,Alba E-waste Smart Recycling,NA
1769,0.503253185,0.32060977,13/01/2022,Greeting Card,House Collection,Alba E-waste Smart Recycling,NA
1770,0.948479056,0.568916243,19/01/2022,Beds,Self Disposal,NA,KELANTAN LANE
1771,0.717560932,0.0061535,10/06/2022,Detergent Bottle,House Collection,Greensquare,NA
1772,0.088665547,0.882812604,03/06/2022,Bodywash Bottle,Self Disposal,NA,JOO KOON ROAD
1773,0.621044905,0.929102157,18/04/2022,Book,Self Disposal,NA,LIM CHU KANG ROAD
1774,0.872955073,0.624079795,11/01/2022,Washing Machines,House Collection,NA,BUKIT SEDAP ROAD
1775,0.863547166,0.015127447,29/06/2022,Toilet Paper Roll,House Collection,Greensquare,NA
1776,0.602234801,0.26434396,28/05/2022,Gift Wrapping Paper,Self Disposal,Tidy,NA
1777,0.576445836,0.713764174,20/03/2022,Pyrex Glass,Self Disposal,NA,HAIGSVILLE DRIVE
1778,0.951388962,0.269489624,12/03/2022,Long Fluorescent Tubes,Self Disposal,Tidy,NA
1779,0.939322527,0.949044611,14/01/2022,Brochure,Self Disposal,NA,ADMIRALTY DRIVE
1780,0.165457821,0.783823117,02/03/2022,Facial Cleanser Bottle,Self Disposal,NA,JALAN HOCK CHYE
1781,0.123581637,0.907195497,11/04/2022,Detergent Bottle,Self Disposal,NA,BUKIT BATOK STREET 11
1782,0.374799787,0.06409892,11/06/2022,Beer Bottle,House Collection,Passiton.org,NA
1783,0.28959644,0.673789175,08/06/2022,Paint Container,House Collection,NA,SIMS CLOSE
1784,0.797696389,0.362421775,19/05/2022,Paint Container,House Collection,Alba E-waste Smart Recycling,NA
1785,0.094307893,0.202815957,29/03/2022,Detergent Bottle,House Collection,Gee Hoe Seng Pte Ltd,NA
1786,0.572572199,0.87385554,08/02/2022,Routers,House Collection,NA,MERLIMAU PLACE
1787,0.3192854,0.467732471,28/02/2022,Shampoo Bottle,Self Disposal,PWC-800 Super,NA
1788,0.089705029,0.005834777,23/05/2022,Bodywash Bottle,House Collection,Greensquare,NA
1789,0.353480163,0.287289268,26/04/2022,Shampoo Bottle,Self Disposal,Alba,NA
1790,0.211069985,0.348868683,25/04/2022,Glass Cosmetic Bottle,House Collection,Alba E-waste Smart Recycling,NA
1791,0.94165354,0.990407974,28/03/2022,Paper Envelope With Window,Self Disposal,NA,SELETAR CLOSE
1792,0.296467239,0.742654966,28/05/2022,Paint Container,House Collection,NA,CHANGI BUSINESS PARK AVENUE 1
1793,0.159504875,0.158988708,24/06/2022,Facial Cleanser Bottle,House Collection,Ezi,NA
1794,0.020128914,0.415460526,01/02/2022,Aerosol Can,House Collection,PWC-Sembwaste,NA
1795,0.599303276,0.015328149,25/05/2022,Canned Food Can,House Collection,Greensquare,NA
1796,0.0065783,0.993210117,14/05/2022,Aerosol Can,House Collection,NA,JALAN PERADUN
1797,0.682173072,0.177989564,04/05/2022,Greeting Card,House Collection,Ezi,NA
1798,0.522266585,0.900995478,22/03/2022,CD Case,Self Disposal,NA,BOON LAY PLACE
1799,0.287828962,0.563775758,19/05/2022,Paint Container,House Collection,NA,TAN QUEE LAN STREET
1800,0.88345191,0.697848464,23/04/2022,Toilet Paper Roll,House Collection,NA,JOO CHIAT ROAD
1801,0.322030254,0.116915575,30/06/2022,Shampoo Bottle,Self Disposal,Salvation Army,NA
1802,0.110272304,0.996902552,24/06/2022,Detergent Bottle,House Collection,NA,PUNGGOL FIELD
1803,0.449608698,0.737378729,23/05/2022,Biscuit Tin,Self Disposal,NA,LUCKY HEIGHTS
1804,0.312737126,0.006903307,04/06/2022,Paint Container,House Collection,Greensquare,NA
1805,0.92026069,0.569644168,10/05/2022,Gift Wrapping Paper,Self Disposal,NA,VERDUN ROAD
1806,0.85662081,0.330375866,25/06/2022,Bodywash Bottle,House Collection,Alba E-waste Smart Recycling,NA
1807,0.609058818,0.428133075,28/05/2022,Sunglasses,House Collection,PWC-Sembwaste,NA
1808,0.533221204,0.948416811,25/06/2022,Switches,Self Disposal,NA,CANBERRA ROAD
1809,0.245905702,0.371272142,26/02/2022,Glass Medicine Bottle,House Collection,PWC-Alba-WH,NA
1810,0.68911107,0.099417229,19/06/2022,Shirts,Self Disposal,Salvation Army,NA
1811,0.169601003,0.010343177,07/05/2022,Facial Cleanser Bottle,House Collection,Greensquare,NA
1812,0.96422797,0.849168131,05/03/2022,Sandals,House Collection,NA,BUKIT DRIVE
1813,0.398418088,0.554819182,25/01/2022,Beer Bottle,Self Disposal,NA,JALAN MEMBINA
1814,0.517914389,0.258785206,27/02/2022,Disposable Wooden Chopstick,Self Disposal,Tidy,NA
1815,0.620435022,0.035347726,10/02/2022,Plastic Drink Bottle,House Collection,Greensquare,NA
1816,0.363800426,0.440382565,28/04/2022,Beer Bottle,House Collection,PWC-Sembwaste,NA
1817,0.176917286,0.526062117,27/03/2022,Facial Cleanser Bottle,House Collection,NA,CONSERVATORY DRIVE
1818,0.207156461,0.188285218,18/02/2022,Glass Cosmetic Bottle,House Collection,Gee Hoe Seng Pte Ltd,NA
1819,0.048736265,0.244021635,18/06/2022,Bodywash Bottle,Self Disposal,Tidy,NA
1820,0.798721789,0.588213528,10/05/2022,Jam Bottle,Self Disposal,NA,OXLEY RISE
1821,0.838538091,0.345463036,20/01/2022,Juice Carton,House Collection,Alba E-waste Smart Recycling,NA
1822,0.131708451,0.701849812,03/05/2022,Detergent Bottle,House Collection,NA,LORONG G TELOK KURAU
1823,0.71747028,0.411391709,10/06/2022,Bodywash Bottle,House Collection,PWC-Sembwaste,NA
1824,0.63057176,0.753011675,28/03/2022,Sofas,House Collection,NA,TANAH MERAH BESAR ROAD
1825,0.408146921,0.446409294,07/02/2022,Beer Bottle,House Collection,PWC-Sembwaste,NA
1826,0.117867848,0.474082755,03/05/2022,Detergent Bottle,Self Disposal,PWC-800 Super,NA
1827,0.32101628,0.367921178,31/01/2022,Shampoo Bottle,House Collection,PWC-Alba-WH,NA
1828,0.265961403,0.295818405,23/02/2022,Glass Medicine Bottle,Self Disposal,Alba,NA
1829,0.773395907,0.072334273,27/05/2022,Televisions,House Collection,Passiton.org,NA
1830,0.738102247,0.046408386,26/05/2022,Shampoo Bottle,House Collection,Passiton.org,NA
1831,0.315005803,0.488798541,17/06/2022,Paint Container,Self Disposal,PWC-800 Super,NA
1832,0.756303042,0.06731255,12/06/2022,Diaper,House Collection,Passiton.org,NA
1833,0.007035833,0.625306446,02/02/2022,Aerosol Can,Self Disposal,NA,GREENWOOD TERRACE
1834,0.23714076,0.048886504,10/06/2022,Glass Medicine Bottle,House Collection,Passiton.org,NA
1835,0.07237277,0.627395863,06/05/2022,Bodywash Bottle,House Collection,NA,SWISS CLUB LINK
1836,0.980873536,0.436908037,16/04/2022,Metal Bottle Cap,House Collection,PWC-Sembwaste,NA
1837,0.820747015,0.002072459,07/05/2022,Flyer,House Collection,Greensquare,NA
1838,0.261084286,0.777936972,29/01/2022,Glass Medicine Bottle,House Collection,NA,SIMEI RISE
1839,0.94853629,0.005727141,12/02/2022,Chairs,House Collection,Greensquare,NA
1840,0.009444853,0.507340944,11/04/2022,Aerosol Can,Self Disposal,NA,UPPER CIRCULAR ROAD
1841,0.536677695,0.701631524,25/05/2022,Pyrex Glass,Self Disposal,NA,LORONG N TELOK KURAU
1842,0.603518264,0.173758729,16/04/2022,Paper Bag,House Collection,Ezi,NA
1843,0.842298536,0.516941632,16/01/2022,Paper Envelope With Window,House Collection,NA,SENTOSA GATEWAY
1844,0.376400981,0.128167481,21/01/2022,Beer Bottle,Self Disposal,Salvation Army,NA
1845,0.158260281,0.099275697,29/05/2022,Facial Cleanser Bottle,Self Disposal,Salvation Army,NA
1846,0.164826958,0.819117305,06/01/2022,Facial Cleanser Bottle,House Collection,NA,MAJU AVENUE
1847,0.766885233,0.611770022,13/03/2022,Carriers,House Collection,NA,FOURTH AVENUE
1848,0.458192546,0.974951154,29/05/2022,Canned Food Can,House Collection,NA,LENTOR VALE
1849,0.016998764,0.15595986,02/03/2022,Aerosol Can,House Collection,Ezi,NA
1850,0.984159893,0.90241222,15/05/2022,Slippers,Self Disposal,NA,JURONG WEST STREET 61
1851,0.251422712,0.536123588,06/01/2022,Glass Medicine Bottle,Self Disposal,NA,CLEMENTI AVENUE 4
1852,0.471172612,0.337803913,30/01/2022,Canned Food Can,House Collection,Alba E-waste Smart Recycling,NA
1853,0.950530437,0.501102819,19/02/2022,Servers,Self Disposal,NA,BAYFRONT AVENUE
1854,0.28981696,0.537261198,26/01/2022,Paint Container,House Collection,NA,WEST COAST CRESCENT
1855,0.798551791,0.167825758,22/04/2022,Glass Drink Bottle,House Collection,Ezi,NA
1856,0.798825756,0.341465723,21/01/2022,Juice Carton,House Collection,Alba E-waste Smart Recycling,NA
1857,0.919189075,0.879481344,07/03/2022,Book,Self Disposal,NA,THIRD LOK YANG ROAD
1858,0.237855219,0.539967919,13/03/2022,Glass Medicine Bottle,Self Disposal,NA,JUBILEE ROAD
1859,0.184059756,0.400313535,29/03/2022,Glass Cosmetic Bottle,House Collection,PWC-Alba-WH,NA
1860,0.523350483,0.836955618,08/02/2022,Magazine,House Collection,NA,THOMSON HEIGHTS
1861,0.56959798,0.28764103,09/03/2022,Pants,Self Disposal,Alba,NA
1862,0.326606469,0.170263581,18/01/2022,Shampoo Bottle,House Collection,Ezi,NA
1863,0.205020068,0.094895661,16/01/2022,Glass Cosmetic Bottle,Self Disposal,Salvation Army,NA
1864,0.307951938,0.699781419,27/06/2022,Paint Container,House Collection,NA,STILL ROAD
1865,0.950624393,0.463841736,26/02/2022,Set-Top Boxes,Self Disposal,PWC-800 Super,NA
1866,0.150897994,0.720701399,22/01/2022,Facial Cleanser Bottle,House Collection,NA,SIGLAP WALK
1867,0.68003829,0.492357777,19/06/2022,Plastic Drink Bottle,Self Disposal,PWC-800 Super,NA
1868,0.847110717,0.125923141,03/01/2022,Backpacks,Self Disposal,Salvation Army,NA
1869,0.482466928,0.969781759,15/05/2022,Canned Food Can,Self Disposal,NA,SPRINGLEAF AVENUE
1870,0.09002082,0.835546758,09/05/2022,Bodywash Bottle,Self Disposal,NA,MARYMOUNT LANE
1871,0.088275709,0.425176486,16/02/2022,Bodywash Bottle,House Collection,PWC-Sembwaste,NA
1872,0.951560391,0.537588821,29/06/2022,Air-Conditioners,House Collection,NA,WEST COAST GROVE
1873,0.053439061,0.345962061,12/02/2022,Bodywash Bottle,House Collection,Alba E-waste Smart Recycling,NA
1874,0.554523798,0.406552679,07/02/2022,Refrigerators,House Collection,PWC-Alba-WH,NA
1875,0.335377634,0.797119987,24/04/2022,Shampoo Bottle,Self Disposal,NA,RIVERVALE WALK
1876,0.77341957,0.544621949,16/04/2022,Televisions,Self Disposal,NA,ONE-NORTH GATEWAY
1877,0.989437426,0.108378468,12/05/2022,Laptops,Self Disposal,Salvation Army,NA
1878,0.453278369,0.905572375,03/05/2022,Biscuit Tin,Self Disposal,NA,JURONG WEST STREET 23
1879,0.832621118,0.063358576,15/05/2022,Personal Mobility Devices,House Collection,Passiton.org,NA
1880,0.754419326,0.747707963,23/01/2022,Medicine Blister Pack,Self Disposal,NA,MERAGI TERRACE
1881,0.142336626,0.725596206,28/02/2022,Facial Cleanser Bottle,House Collection,NA,JALAN KERIS
1882,0.180092115,0.702996677,04/04/2022,Facial Cleanser Bottle,Self Disposal,NA,LORONG 101 CHANGI
1883,0.735177291,0.588696063,18/05/2022,Paper Towel,Self Disposal,NA,NANSON ROAD
1884,0.323259766,0.258244912,07/02/2022,Shampoo Bottle,Self Disposal,Tidy,NA
1885,0.862180191,0.311436089,26/05/2022,Paper Envelope With Window,Self Disposal,Alba,NA
1886,0.271180057,0.356121311,18/02/2022,Glass Medicine Bottle,House Collection,Alba E-waste Smart Recycling,NA
1887,0.970081674,0.099516941,27/04/2022,Printers,Self Disposal,Salvation Army,NA
1888,0.587148662,0.241376881,04/01/2022,Board Games,Self Disposal,Tidy,NA
1889,0.663035308,0.201119175,14/04/2022,Newspaper,House Collection,Gee Hoe Seng Pte Ltd,NA
1890,0.03305439,0.98355815,31/05/2022,Aerosol Can,Self Disposal,NA,JALAN TARI SERIMPI
1891,0.242816375,0.037244472,15/05/2022,Glass Medicine Bottle,House Collection,Greensquare,NA
1892,0.158157926,0.16066421,19/03/2022,Facial Cleanser Bottle,House Collection,Ezi,NA
1893,0.888329871,0.186608951,12/01/2022,Canned Food/Drinks,House Collection,Gee Hoe Seng Pte Ltd,NA
1894,0.491952468,0.8979473,22/04/2022,Canned Food Can,House Collection,NA,TUAS AVENUE 16
1895,0.068108659,0.72426173,31/03/2022,Bodywash Bottle,House Collection,NA,KEE SUN AVENUE
1896,0.049650008,0.283664063,12/01/2022,Bodywash Bottle,Self Disposal,Alba,NA
1897,0.256050218,0.124603064,02/04/2022,Glass Medicine Bottle,Self Disposal,Salvation Army,NA
1898,0.409723353,0.583906738,10/06/2022,Biscuit Tin,Self Disposal,NA,HALIFAX ROAD
1899,0.331733619,0.041775797,05/01/2022,Shampoo Bottle,House Collection,Greensquare,NA
1900,0.964037086,0.008259785,15/04/2022,Toasters,House Collection,Greensquare,NA
1901,0.902407689,0.74489465,22/02/2022,Plastic Clothes Hanger,Self Disposal,NA,CHEMPAKA KUNING LINK
1902,0.0580604,0.400740801,30/05/2022,Bodywash Bottle,House Collection,PWC-Alba-WH,NA
1903,0.945191577,0.249339241,18/06/2022,Dolls,Self Disposal,Tidy,NA
1904,0.869658199,0.99059408,07/06/2022,Cutlery,Self Disposal,NA,SARACA VIEW
1905,0.103690506,0.120096062,31/05/2022,Detergent Bottle,Self Disposal,Salvation Army,NA
1906,0.364322568,0.864442403,29/05/2022,Beer Bottle,Self Disposal,NA,JURONG EAST AVENUE 1
1907,0.479472896,0.568924459,12/03/2022,Canned Food Can,Self Disposal,NA,KELANTAN LANE
1908,0.34234032,0.908737924,30/06/2022,Shampoo Bottle,House Collection,NA,BUKIT BATOK STREET 33
1909,0.72238375,0.224390193,25/01/2022,Metal Bottle Cap,House Collection,Gee Hoe Seng Pte Ltd,NA
1910,0.773705662,0.927314482,22/03/2022,Cassette Tape,House Collection,NA,OLD CHOA CHU KANG ROAD
1911,0.824784679,0.093849372,23/02/2022,Rice Cookers,Self Disposal,Salvation Army,NA
1912,0.256312174,0.291169058,28/05/2022,Glass Medicine Bottle,Self Disposal,Alba,NA
1913,0.661187079,0.265173606,26/02/2022,Calendar,Self Disposal,Tidy,NA
1914,0.582665062,0.272305572,22/05/2022,Glass Plate,Self Disposal,Tidy,NA
1915,0.864578933,0.888292334,19/06/2022,Toasters,House Collection,NA,NANYANG DRIVE
1916,0.429836903,0.239622032,01/06/2022,Biscuit Tin,Self Disposal,Tidy,NA
1917,0.0288752,0.782254925,01/07/2022,Aerosol Can,House Collection,NA,BUANGKOK LINK
1918,0.969417476,0.621192493,22/05/2022,Desktop Monitors,House Collection,NA,HOLLAND GROVE TERRACE
1919,0.049534521,0.100324818,22/01/2022,Bodywash Bottle,Self Disposal,Salvation Army,NA
1920,0.665422542,0.005403575,11/05/2022,Irons,House Collection,Greensquare,NA
1921,0.91050494,0.383220204,07/04/2022,Printers,House Collection,PWC-Alba-WH,NA
1922,0.091048581,0.603037237,28/01/2022,Detergent Bottle,House Collection,NA,HOLLAND ROAD
1923,0.286527259,0.20200419,12/06/2022,Paint Container,House Collection,Gee Hoe Seng Pte Ltd,NA
1924,0.359751961,0.520774798,25/04/2022,Shampoo Bottle,Self Disposal,NA,SEAH IM ROAD
1925,0.613472953,0.168589064,10/04/2022,Long Fluorescent Tubes,House Collection,Ezi,NA
1926,0.143544199,0.260047359,16/05/2022,Facial Cleanser Bottle,Self Disposal,Tidy,NA
1927,0.50627404,0.425502474,21/02/2022,Tissue Box,House Collection,PWC-Sembwaste,NA
1928,0.548543596,0.903985562,26/05/2022,Toys,House Collection,NA,JURONG WEST STREET 92
1929,0.933787732,0.637759937,29/03/2022,Paper Plate,Self Disposal,NA,CAMDEN PARK
1930,0.021368384,0.653913606,22/01/2022,Aerosol Can,House Collection,NA,WHAMPOA WEST
1931,0.245736452,0.800906495,26/04/2022,Glass Medicine Bottle,Self Disposal,NA,KOVAN ROAD
1932,0.686757787,0.927367319,29/06/2022,Dolls,Self Disposal,NA,LORONG SEMANGKA
1933,0.273241687,0.90378384,04/03/2022,Paint Container,House Collection,NA,JURONG WEST STREET 81
1934,0.454328667,0.532669159,04/01/2022,Biscuit Tin,House Collection,NA,LORONG SARHAD
1935,0.583025075,0.387527483,27/05/2022,Magazine Wrapper,House Collection,PWC-Alba-WH,NA
1936,0.902822568,0.612898814,24/02/2022,Printed Paper,House Collection,NA,CORONATION DRIVE
1937,0.755178561,0.535949901,08/01/2022,Plastic Cutlery,Self Disposal,NA,CLEMENTI AVENUE 6
1938,0.421942002,0.350160327,06/01/2022,Biscuit Tin,House Collection,Alba E-waste Smart Recycling,NA
1939,0.025210286,0.144947417,07/01/2022,Aerosol Can,House Collection,Ezi,NA
1940,0.601009049,0.122759066,14/01/2022,Wine Bottle,Self Disposal,Salvation Army,NA
1941,0.532999209,0.409794586,19/06/2022,Servers,House Collection,PWC-Sembwaste,NA
1942,0.71674868,0.233771185,03/04/2022,Disposable Wooden Chopstick,Self Disposal,Tidy,NA
1943,0.219194684,0.66742185,06/04/2022,Glass Cosmetic Bottle,House Collection,NA,BARTLEY ROAD
1944,0.858194028,0.280829949,17/06/2022,Glass Drink Bottle,Self Disposal,Alba,NA
1945,0.92870338,0.410530252,15/04/2022,Chairs,House Collection,PWC-Sembwaste,NA
1946,0.415637982,0.770230735,10/03/2022,Biscuit Tin,Self Disposal,NA,SIMEI ROAD
1947,0.765312931,0.535936928,03/03/2022,Sandals,Self Disposal,NA,CLEMENTI AVENUE 6
1948,0.875131485,0.96341185,20/04/2022,Toilet Paper,Self Disposal,NA,YISHUN STREET 51
1949,0.386064639,0.551565599,23/04/2022,Beer Bottle,House Collection,NA,REDHILL ROAD
1950,0.431515876,0.714869609,17/02/2022,Biscuit Tin,Self Disposal,NA,CRANBORNE ROAD
1951,0.415434763,0.674225154,09/03/2022,Biscuit Tin,Self Disposal,NA,SALLIM ROAD
1952,0.204401898,0.621727252,18/02/2022,Glass Cosmetic Bottle,House Collection,NA,HOLLAND GROVE AVENUE
1953,0.509721995,0.60477278,11/05/2022,Watches,House Collection,NA,DRAYCOTT DRIVE
1954,0.950815434,0.870695597,17/04/2022,Tablets,Self Disposal,NA,JURONG PORT ROAD
1955,0.452026766,0.712614553,22/03/2022,Biscuit Tin,Self Disposal,NA,JALAN TEMBUSU
1956,0.28607784,0.020152224,24/05/2022,Paint Container,House Collection,Greensquare,NA
1957,0.557868769,0.436060825,10/06/2022,Sanitary Pad,House Collection,PWC-Sembwaste,NA
1958,0.429742914,0.64331509,09/04/2022,Biscuit Tin,House Collection,NA,GOLDHILL AVENUE
1959,0.287455718,0.682040108,14/03/2022,Paint Container,Self Disposal,NA,LORONG 28 GEYLANG
